Exercise,Muscle,Equipment,Difficulty,Male,Female
Cardio Row Erg Rower,"Biceps, Glutes, Lats, Quads",Cardio,Beginner,https://musclewiki.com/cardio/male/biceps/cardio-row-erg-rower,https://musclewiki.com/cardio/female/biceps/cardio-row-erg-rower
Smith Machine Drag Curl,"Biceps, Long Head Bicep, Short Head Bicep",Smith-Machine,Beginner,https://musclewiki.com/smith-machine/male/biceps/smith-machine-drag-curl,https://musclewiki.com/smith-machine/female/biceps/smith-machine-drag-curl
Smith Machine Underhand Row,"Biceps, Lower back, Lats",Smith-Machine,Novice,https://musclewiki.com/smith-machine/male/biceps/smith-machine-underhand-row,https://musclewiki.com/smith-machine/female/biceps/smith-machine-underhand-row
Smith Machine Overhand Row,"Biceps, Lower back, Lats",Smith-Machine,Beginner,https://musclewiki.com/smith-machine/male/biceps/smith-machine-overhand-row,https://musclewiki.com/smith-machine/female/biceps/smith-machine-overhand-row
Seated Ulnar Nerve Tensioner,Biceps,Recovery,Novice,https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-tensioner,https://musclewiki.com/recovery/female/shoulders/seated-ulnar-nerve-tensioner
Seated Ulnar Nerve Slider,Biceps,Recovery,Novice,https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-slider,https://musclewiki.com/recovery/female/shoulders/seated-ulnar-nerve-slider
Dumbbell Service Exercise,"Biceps, Front Shoulders",Recovery,Beginner,https://musclewiki.com/recovery/male/shoulders/dumbbell-service-exercise,https://musclewiki.com/recovery/female/shoulders/dumbbell-service-exercise
Core Stability 2 Opposite Shoulder Tap 4Pt Position,"Biceps, Abdominals, Shoulders, Anterior Deltoid, Triceps, Obliques, Front Shoulders",Recovery,Beginner,https://musclewiki.com/recovery/male/biceps/core-stability-2-opposite-shoulder-tap-4pt-position,https://musclewiki.com/recovery/female/biceps/core-stability-2-opposite-shoulder-tap-4pt-position
Long Head Bicep,,,,,
Short Head Bicep,,,,,
Traps (mid-back),,,,,
Barbell Deadlift,"Traps (mid-back), Lower back, Glutes",Barbell,Intermediate,https://musclewiki.com/barbell/male/traps-middle/barbell-deadlift,https://musclewiki.com/barbell/female/traps-middle/barbell-deadlift
Dumbbell Row Bilateral,"Traps (mid-back), Lower back, Lats",Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-row-bilateral,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-row-bilateral
Dumbbell Row Unilateral,"Traps (mid-back), Forearms, Lats",Dumbbells,Novice,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-row-unilateral,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-row-unilateral
Dumbbell Laying Silverback Shrug,"Traps (mid-back), Traps",Dumbbells,Intermediate,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-laying-silverback-shrug,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-laying-silverback-shrug
Dumbbell Silverback Shrug,"Traps (mid-back), Traps",Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-silverback-shrug,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-silverback-shrug
Dumbbell Seated Rear Delt Row,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-seated-rear-delt-row,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-seated-rear-delt-row
Dumbbell Weighted Pull Ups,"Traps (mid-back), Lats",Dumbbells,Intermediate,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-weighted-pull-ups,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-weighted-pull-ups
Pull Ups,"Traps (mid-back), Lats",Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/traps-middle/pull-ups,https://musclewiki.com/bodyweight/female/traps-middle/pull-ups
Inverted Row,"Traps (mid-back), Forearms, Lats",Bodyweight,Beginner,https://musclewiki.com/bodyweight/male/traps-middle/inverted-row,https://musclewiki.com/bodyweight/female/traps-middle/inverted-row
Elevated Pike Press,"Traps (mid-back), Shoulders, Lateral Deltoid, Anterior Deltoid, Traps, Front Shoulders",Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/traps-middle/elevated-pike-press,https://musclewiki.com/bodyweight/female/traps-middle/elevated-pike-press
Bodyweight Pike Press,"Traps (mid-back), Shoulders, Lateral Deltoid, Anterior Deltoid, Traps, Front Shoulders",Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-pike-press,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-pike-press
Bodyweight Overhand Inverted Row,"Traps (mid-back), Forearms, Lats",Bodyweight,Beginner,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-overhand-inverted-row,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-overhand-inverted-row
Bodyweight Standing Inverted Row,"Traps (mid-back), Forearms, Lats",Bodyweight,Novice,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-standing-inverted-row,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-standing-inverted-row
L Sit Pull Up,"Traps (mid-back), Lats",Bodyweight,Intermediate,https://musclewiki.com/bodyweight/male/traps-middle/l-sit-pull-up,https://musclewiki.com/bodyweight/female/traps-middle/l-sit-pull-up
Kettlebell Deadlift (Single),"Traps (mid-back), Lower back, Hamstrings",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-deadlift-single,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-deadlift-single
Kettlebell Silverback Shrug (Single),"Traps (mid-back), Traps",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug-single,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-silverback-shrug-single
Kettlebell Incline Shrug,"Traps (mid-back), Traps",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-incline-shrug,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-incline-shrug
Kettlebell Silverback Shrug,"Traps (mid-back), Upper Traps",Kettlebells,Beginner,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-silverback-shrug
Traps mid back Stretch Variation Two,Traps (mid-back),Stretches,Beginner,https://musclewiki.com/stretches/male/traps-middle/traps-mid-back-stretch-variation-two,https://musclewiki.com/stretches/female/traps-middle/traps-mid-back-stretch-variation-two
Traps mid back Stretch Variation One,Traps (mid-back),Stretches,Beginner,https://musclewiki.com/stretches/male/traps-middle/traps-mid-back-stretch-variation-one,https://musclewiki.com/stretches/female/traps-middle/traps-mid-back-stretch-variation-one
Cable Silverback Shrug,"Traps (mid-back), Traps",Cables,Novice,https://musclewiki.com/cables/male/traps-middle/cable-silverback-shrug,https://musclewiki.com/cables/female/traps-middle/cable-silverback-shrug
Cable Single Arm Rear Delt Row,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Cables,Advanced,https://musclewiki.com/cables/male/traps-middle/cable-single-arm-rear-delt-row,https://musclewiki.com/cables/female/traps-middle/cable-single-arm-rear-delt-row
Band Horizontal Shrug,"Traps (mid-back), Traps",Band,Novice,https://musclewiki.com/band/male/traps-middle/band-horizontal-shrug,https://musclewiki.com/band/female/traps-middle/band-horizontal-shrug
Band Pull Apart,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Band,Novice,https://musclewiki.com/band/male/traps-middle/band-pull-apart,https://musclewiki.com/band/female/traps-middle/band-pull-apart
Band High Face Pull,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Band,Novice,https://musclewiki.com/band/male/traps-middle/band-high-face-pull,https://musclewiki.com/band/female/traps-middle/band-high-face-pull
Band Rear Delt Fly,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Band,Intermediate,https://musclewiki.com/band/male/traps-middle/band-rear-delt-fly,https://musclewiki.com/band/female/traps-middle/band-rear-delt-fly
Plate Internally Rotated Rear Delt Fly,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Plate,Intermediate,https://musclewiki.com/plate/male/traps-middle/plate-internally-rotated-rear-delt-fly,https://musclewiki.com/plate/female/traps-middle/plate-internally-rotated-rear-delt-fly
Plate Rear Delt Fly,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",Plate,Beginner,https://musclewiki.com/plate/male/traps-middle/plate-rear-delt-fly,https://musclewiki.com/plate/female/traps-middle/plate-rear-delt-fly
Plate Weighted Inverted Row,"Traps (mid-back), Forearms, Lats",Plate,Intermediate,https://musclewiki.com/plate/male/traps-middle/plate-weighted-inverted-row,https://musclewiki.com/plate/female/traps-middle/plate-weighted-inverted-row
Weighted Pull Ups,"Traps (mid-back), Lats",Plate,Advanced,https://musclewiki.com/plate/male/traps-middle/weighted-pull-ups,https://musclewiki.com/plate/female/traps-middle/weighted-pull-ups
TRX Rear Delt Fly,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",TRX,Intermediate,https://musclewiki.com/trx/male/traps-middle/trx-rear-delt-fly,https://musclewiki.com/trx/female/traps-middle/trx-rear-delt-fly
TRX Rear Delt Row,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",TRX,Beginner,https://musclewiki.com/trx/male/traps-middle/trx-rear-delt-row,https://musclewiki.com/trx/female/traps-middle/trx-rear-delt-row
TRX W Raise,"Traps (mid-back), Shoulders, Posterior Deltoid, Rear Shoulders",TRX,Beginner,https://musclewiki.com/trx/male/traps-middle/trx-w-raise,https://musclewiki.com/trx/female/traps-middle/trx-w-raise
Cat Pose,Traps (mid-back),Yoga,Beginner,https://musclewiki.com/yoga/male/traps-middle/cat-pose,https://musclewiki.com/yoga/female/traps-middle/cat-pose
Easy Seated Twist Pose,Traps (mid-back),Yoga,Beginner,https://musclewiki.com/yoga/male/traps-middle/easy-seated-twist-pose,https://musclewiki.com/yoga/female/traps-middle/easy-seated-twist-pose
Revolved Side Angle Pose With Prayer Hands Beginner,Traps (mid-back),Yoga,Beginner,https://musclewiki.com/yoga/male/traps-middle/revolved-side-angle-pose-with-prayer-hands-beginner,https://musclewiki.com/yoga/female/traps-middle/revolved-side-angle-pose-with-prayer-hands-beginner
Revolved Side Angle Pose With Prayer Hands,Traps (mid-back),Yoga,Intermediate,https://musclewiki.com/yoga/male/traps-middle/revolved-side-angle-pose-with-prayer-hands,https://musclewiki.com/yoga/female/traps-middle/revolved-side-angle-pose-with-prayer-hands
Seated Twist,Traps (mid-back),Yoga,Beginner,https://musclewiki.com/yoga/male/traps-middle/seated-twist,https://musclewiki.com/yoga/female/traps-middle/seated-twist
Smith Machine Inverted Row,"Traps (mid-back), Forearms, Lats",Smith-Machine,Beginner,https://musclewiki.com/smith-machine/male/traps-middle/smith-machine-inverted-row,https://musclewiki.com/smith-machine/female/traps-middle/smith-machine-inverted-row
Smith Machine Assisted Pullup,"Traps (mid-back), Lats",Smith-Machine,Novice,https://musclewiki.com/smith-machine/male/traps-middle/smith-machine-assisted-pullup,https://musclewiki.com/smith-machine/female/traps-middle/smith-machine-assisted-pullup
Laying Ts,"Traps (mid-back), Rear Shoulders",Recovery,Novice,https://musclewiki.com/recovery/male/scapula/laying-ts,https://musclewiki.com/recovery/female/scapula/laying-ts
Scapular Retraction,Traps (mid-back),Recovery,Novice,https://musclewiki.com/recovery/male/scapula/scapular-retraction,https://musclewiki.com/recovery/female/scapula/scapular-retraction
Lower back,,,,,
Barbell High Bar Good Morning,"Lower back, Glutes, Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-high-bar-good-morning,https://musclewiki.com/barbell/female/lowerback/barbell-high-bar-good-morning
Barbell Low Bar Good Morning,"Lower back, Glutes, Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-low-bar-good-morning,https://musclewiki.com/barbell/female/lowerback/barbell-low-bar-good-morning
Barbell Sumo Deadlift,"Lower back, Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-sumo-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-sumo-deadlift
Barbell Staggered Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-staggered-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-staggered-deadlift
Barbell Single Leg Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-single-leg-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-single-leg-deadlift
Barbell Romanian Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-romanian-deadlift
Barbell Low Bar Squat,"Lower back, Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-low-bar-squat,https://musclewiki.com/barbell/female/lowerback/barbell-low-bar-squat
Barbell Coan Deadlift,"Lower back, Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-coan-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-coan-deadlift
Barbell Pause Box Squat,"Lower back, Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-pause-box-squat,https://musclewiki.com/barbell/female/lowerback/barbell-pause-box-squat
Barbell Pause Squat,"Lower back, Glutes, Quads",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-pause-squat,https://musclewiki.com/barbell/female/lowerback/barbell-pause-squat
Barbell Reverse Deadlift,"Lower back, Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-reverse-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-reverse-deadlift
Barbell Snatch Grip Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-snatch-grip-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-snatch-grip-deadlift
Barbell Snatch Grip Romanian Deadlift,"Lower back, Glutes, Hamstrings, Lateral Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-snatch-grip-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-snatch-grip-romanian-deadlift
Barbell Suitcase Deadlift,"Lower back, Glutes, Hamstrings, Obliques",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-suitcase-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-suitcase-deadlift
Barbell Zercher Good Morning,"Lower back, Glutes, Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-zercher-good-morning,https://musclewiki.com/barbell/female/lowerback/barbell-zercher-good-morning
Barbell Zercher Squat,"Lower back, Glutes, Quads",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-zercher-squat,https://musclewiki.com/barbell/female/lowerback/barbell-zercher-squat
Landmine Romanian Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/landmine-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/landmine-romanian-deadlift
Landmine Single Leg Romanian Deadlift,"Lower back, Glutes, Gluteus Maximus, Hamstrings, Lateral Hamstrings",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/landmine-single-leg-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/landmine-single-leg-romanian-deadlift
Landmine Snatch,"Lower back, Glutes, Gluteus Maximus, Shoulders, Lateral Deltoid, Anterior Deltoid, Front Shoulders",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/landmine-snatch,https://musclewiki.com/barbell/female/lowerback/landmine-snatch
Landmine Staggered Romanian Deadlift,"Lower back, Glutes, Gluteus Maximus, Hamstrings, Lateral Hamstrings",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/landmine-staggered-romanian-deadlift,https://musclewiki.com/barbell/female/lowerback/landmine-staggered-romanian-deadlift
Barbell Suitcase Carry,"Lower back, Glutes, Hamstrings, Obliques, Hands",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-suitcase-carry,https://musclewiki.com/barbell/female/lowerback/barbell-suitcase-carry
Barbell Sumo Pause Deadlift,"Lower back, Glutes",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-sumo-pause-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-sumo-pause-deadlift
Barbell Jefferson Deadlift,"Lower back, Glutes",Barbell,Advanced,https://musclewiki.com/barbell/male/lowerback/barbell-jefferson-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-jefferson-deadlift
Barbell Conventional Pause Deadlift,"Lower back, Glutes",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-conventional-pause-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-conventional-pause-deadlift
Barbell Block Conventional Deadlift,"Lower back, Glutes",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-block-conventional-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-block-conventional-deadlift
Barbell Deficit Conventional Deadlift,"Lower back, Glutes",Barbell,Intermediate,https://musclewiki.com/barbell/male/lowerback/barbell-deficit-conventional-deadlift,https://musclewiki.com/barbell/female/lowerback/barbell-deficit-conventional-deadlift
Dumbbell Goblet Good Morning,"Lower back, Glutes, Hamstrings",Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-goblet-good-morning,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-goblet-good-morning
Dumbbell Romanian Deadlift,"Lower back, Glutes, Hamstrings, Lateral Hamstrings",Dumbbells,Beginner,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-romanian-deadlift,https://musclewiki.com/dumbbells/female/lowerback/dumbbell-romanian-deadlift
